timestamp,Basel Temperature [2 m elevation corrected],Basel Soil Moisture [0-10 cm down]
20220608T1500,18.580528,0.2
20220608T1600,18.240528,0.205
20220608T1700,18.000528,0.208
20220608T1800,17.420528,0.209
20220608T1900,16.750528,0.209
20220608T2000,16.080528,0.209
20220608T2100,15.610529,0.209
20220608T2200,15.380529,0.209
20220608T2300,15.000529,0.211
20220609T0000,14.240529,0.212
20220609T0100,14.270529,0.212
20220609T0200,13.850529,0.213
20220609T0300,13.450529,0.214
20220609T0400,13.040529,0.216
20220609T0500,13.110529,0.216
20220609T0600,14.260529,0.216
20220609T0700,15.330529,0.215
20220609T0800,14.560529,0.216
20220609T0900,15.220529,0.216
20220609T1000,14.440529,0.216
20220609T1100,14.610529,0.217
20220609T1200,17.430529,0.176
20220609T1300,17.750528,0.176
20220609T1400,17.54053,0.176
20220609T1500,17.760529,0.176
20220609T1600,17.770529,0.176
20220609T1700,17.87053,0.176
20220609T1800,17.87053,0.175
20220609T1900,17.39053,0.175
20220609T2000,16.670528,0.175
20220609T2100,15.570529,0.175
20220609T2200,14.190529,0.175
20220609T2300,12.110529,0.175
20220610T0000,11.830529,0.175
20220610T0100,11.900529,0.175
20220610T0200,11.850529,0.175
20220610T0300,11.220529,0.175
20220610T0400,11.230529,0.175
20220610T0500,11.970529,0.175
20220610T0600,14.250529,0.175
20220610T0700,17.20053,0.175
20220610T0800,18.87053,0.175
20220610T0900,19.88053,0.174
20220610T1000,20.89053,0.174
20220610T1100,21.89053,0.174
20220610T1200,22.54053,0.225
20220610T1300,23.29053,0.223
20220610T1400,23.71053,0.222
20220610T1500,23.95053,0.221
20220610T1600,23.97053,0.22
20220610T1700,23.760529,0.22
20220610T1800,23.260529,0.219
20220610T1900,22.45053,0.219
20220610T2000,21.600529,0.219
20220610T2100,19.57053,0.219
20220610T2200,17.29053,0.219
20220610T2300,16.55053,0.219
20220611T0000,16.23053,0.219
20220611T0100,15.690529,0.219
20220611T0200,15.160529,0.219
20220611T0300,14.790529,0.219
20220611T0400,14.530529,0.219
20220611T0500,14.820529,0.219
20220611T0600,17.110529,0.219
20220611T0700,19.55053,0.218
20220611T0800,21.63053,0.218
20220611T0900,23.270529,0.217
20220611T1000,24.580528,0.217
20220611T1100,25.690529,0.216
20220611T1200,26.30053,0.194
20220611T1300,26.990528,0.194
20220611T1400,27.46053,0.193
20220611T1500,27.62053,0.193
20220611T1600,27.510529,0.192
20220611T1700,27.23053,0.192
20220611T1800,26.690529,0.192
20220611T1900,25.660528,0.192
20220611T2000,24.520529,0.192
20220611T2100,22.020529,0.192
20220611T2200,20.20053,0.191
20220611T2300,18.98053,0.191
20220612T0000,18.520529,0.191
20220612T0100,18.190529,0.191
20220612T0200,17.660528,0.191
20220612T0300,17.23053,0.191
20220612T0400,17.22053,0.191
20220612T0500,17.65053,0.191
20220612T0600,19.04053,0.191
20220612T0700,21.940529,0.191
20220612T0800,24.47053,0.191
20220612T0900,26.270529,0.191
20220612T1000,27.63053,0.19
20220612T1100,28.70053,0.189
20220612T1200,29.270529,0.148
20220612T1300,30.080528,0.148
20220612T1400,30.420528,0.148
20220612T1500,30.57053,0.148
20220612T1600,30.520529,0.148
20220612T1700,30.07053,0.148
20220612T1800,28.920528,0.147
20220612T1900,27.240528,0.147
20220612T2000,25.110529,0.147
20220612T2100,23.62053,0.15
20220612T2200,22.090528,0.15
20220612T2300,20.430529,0.15
20220613T0000,19.56053,0.15
20220613T0100,18.81053,0.15
20220613T0200,17.750528,0.15
20220613T0300,17.080528,0.15
20220613T0400,16.530529,0.15
20220613T0500,17.490528,0.15
20220613T0600,18.430529,0.15
20220613T0700,19.350529,0.149
20220613T0800,20.72053,0.149
20220613T0900,21.940529,0.149
20220613T1000,23.55053,0.149
20220613T1100,24.930529,0.149
20220613T1200,25.07053,0.134
20220613T1300,25.530529,0.134
20220613T1400,25.840528,0.134
20220613T1500,25.87053,0.134
20220613T1600,25.600529,0.134
20220613T1700,24.940529,0.133
20220613T1800,23.920528,0.133
20220613T1900,22.56053,0.133
20220613T2000,20.45053,0.133
20220613T2100,18.37053,0.133
20220613T2200,16.73053,0.133
20220613T2300,15.590529,0.134
20220614T0000,14.830529,0.133
20220614T0100,14.000529,0.133
20220614T0200,13.190529,0.133
20220614T0300,12.500529,0.133
20220614T0400,12.230529,0.133
20220614T0500,13.130529,0.133
20220614T0600,14.940529,0.133
20220614T0700,18.06053,0.133
20220614T0800,21.030529,0.133
20220614T0900,22.360529,0.133
20220614T1000,23.71053,0.133
20220614T1100,24.89053,0.132
20220614T1200,26.190529,0.154
20220614T1300,27.240528,0.154
20220614T1400,27.80053,0.153
20220614T1500,27.920528,0.153
20220614T1600,27.63053,0.153
20220614T1700,27.190529,0.153
20220614T1800,26.420528,0.153
20220614T1900,25.180529,0.153
20220614T2000,23.110529,0.153
20220614T2100,20.98053,0.153
20220614T2200,19.420528,0.153
20220614T2300,18.430529,0.153
20220615T0000,17.850529,0.153
20220615T0100,17.73053,0.153
20220615T0200,17.090528,0.153
20220615T0300,14.970529,0.153
20220615T0400,13.630529,0.153
20220615T0500,14.950529,0.153
20220615T0600,18.20053,0.153
20220615T0700,21.12053,0.152
20220615T0800,23.72053,0.152
20220615T0900,26.000528,0.152
20220615T1000,27.670528,0.151
20220615T1100,29.20053,0.151
20220615T1200,31.190529,0.143
20220615T1300,31.88053,0.143
20220615T1400,32.35053,0.143
20220615T1500,32.48053,0.143
20220615T1600,32.220528,0.143
20220615T1700,31.780529,0.143
20220615T1800,31.030529,0.143
20220615T1900,29.63053,0.143
20220615T2000,28.20053,0.143
20220615T2100,26.55053,0.143
20220615T2200,25.15053,0.143
20220615T2300,24.38053,0.143
20220616T0000,23.29053,0.143
20220616T0100,21.860529,0.143
20220616T0200,21.12053,0.143
20220616T0300,19.22053,0.143
20220616T0400,18.500528,0.143
20220616T0500,19.89053,0.143
20220616T0600,24.170528,0.143
20220616T0700,24.72053,0.143
20220616T0800,27.030529,0.143
20220616T0900,28.82053,0.143
20220616T1000,30.090528,0.143
20220616T1100,30.740528,0.143
20220616T1200,30.520529,0.117
20220616T1300,30.440529,0.117
20220616T1400,30.48053,0.117
20220616T1500,31.010529,0.117
20220616T1600,30.81053,0.117
20220616T1700,30.32053,0.118
20220616T1800,29.520529,0.118
20220616T1900,27.97053,0.118
20220616T2000,26.14053,0.118
20220616T2100,24.180529,0.118
20220616T2200,22.740528,0.118
20220616T2300,21.23053,0.118
20220617T0000,19.96053,0.118
20220617T0100,18.410528,0.117
20220617T0200,17.65053,0.117
20220617T0300,17.04053,0.117
20220617T0400,16.530529,0.117
20220617T0500,17.29053,0.117
20220617T0600,19.000528,0.117
20220617T0700,21.65053,0.117
20220617T0800,24.13053,0.117
20220617T0900,26.410528,0.117
20220617T1000,27.87053,0.118
20220617T1100,29.04053,0.117
20220617T1200,29.280529,0.114
20220617T1300,30.020529,0.114
20220617T1400,30.490528,0.114
20220617T1500,30.670528,0.114
20220617T1600,30.57053,0.114
20220617T1700,30.21053,0.114
20220617T1800,29.590528,0.114
20220617T1900,28.45053,0.114
20220617T2000,26.760529,0.114
20220617T2100,24.410528,0.114
20220617T2200,22.40053,0.114
20220617T2300,21.340528,0.114
20220618T0000,19.920528,0.114
20220618T0100,19.030529,0.114
20220618T0200,18.750528,0.114
20220618T0300,18.47053,0.114
20220618T0400,17.770529,0.114
20220618T0500,18.87053,0.114
20220618T0600,22.160528,0.114
20220618T0700,24.590528,0.114
20220618T0800,27.07053,0.114
20220618T0900,29.170528,0.114
20220618T1000,30.930529,0.114
20220618T1100,32.23053,0.114
20220618T1200,33.61053,0.117
20220618T1300,34.33053,0.117
20220618T1400,34.82053,0.117
20220618T1500,34.96053,0.117
20220618T1600,34.700527,0.117
20220618T1700,33.85053,0.117
20220618T1800,32.62053,0.117
20220618T1900,30.600529,0.117
20220618T2000,27.580528,0.117
20220618T2100,24.990528,0.117
20220618T2200,23.910528,0.117
20220618T2300,23.360529,0.117
20220619T0000,23.410528,0.117
20220619T0100,22.940529,0.117
20220619T0200,23.70053,0.117
20220619T0300,23.750528,0.116
20220619T0400,23.170528,0.116
20220619T0500,21.990528,0.116
20220619T0600,24.490528,0.116
20220619T0700,27.860529,0.116
20220619T0800,30.81053,0.116
20220619T0900,32.07053,0.116
20220619T1000,33.51053,0.117
20220619T1100,34.36053,0.117
20220619T1200,35.27053,0.114
20220619T1300,35.91053,0.114
20220619T1400,36.33053,0.114
20220619T1500,36.26053,0.114
20220619T1600,35.630527,0.114
20220619T1700,33.73053,0.114
20220619T1800,32.52053,0.113
20220619T1900,30.690529,0.113
20220619T2000,28.520529,0.113
20220619T2100,27.31053,0.113
20220619T2200,25.65053,0.113
20220619T2300,23.840528,0.113
20220620T0000,23.440529,0.113
20220620T0100,23.680529,0.113
20220620T0200,23.07053,0.113
20220620T0300,22.340528,0.113
20220620T0400,21.260529,0.113
20220620T0500,21.13053,0.113
20220620T0600,23.06053,0.113
20220620T0700,24.63053,0.113
20220620T0800,26.340528,0.114
20220620T0900,28.530529,0.113
20220620T1000,30.23053,0.113
20220620T1100,31.29053,0.113
20220620T1200,31.080528,0.117
20220620T1300,31.600529,0.117
20220620T1400,31.71053,0.117
20220620T1500,30.830528,0.117
20220620T1600,28.96053,0.117
20220620T1700,28.080528,0.117
20220620T1800,26.95053,0.117
20220620T1900,25.95053,0.117
20220620T2000,24.13053,0.117
20220620T2100,22.600529,0.117
20220620T2200,21.530529,0.117
20220620T2300,20.520529,0.117
20220621T0000,18.520529,0.117
20220621T0100,16.90053,0.117
20220621T0200,16.39053,0.117
20220621T0300,16.010529,0.117
20220621T0400,15.820529,0.117
20220621T0500,17.07053,0.117
20220621T0600,20.04053,0.117
20220621T0700,21.760529,0.117
20220621T0800,23.770529,0.117
20220621T0900,25.910528,0.117
20220621T1000,27.79053,0.117
20220621T1100,29.13053,0.117
20220621T1200,30.250528,0.122
20220621T1300,31.410528,0.122
20220621T1400,31.940529,0.123
20220621T1500,32.24053,0.123
20220621T1600,32.23053,0.123
20220621T1700,31.100529,0.124
20220621T1800,30.190529,0.13
20220621T1900,29.57053,0.133
20220621T2000,29.350529,0.134
20220621T2100,26.79053,0.135
20220621T2200,24.740528,0.135
20220621T2300,24.190529,0.135
20220622T0000,23.65053,0.135
20220622T0100,22.920528,0.135
20220622T0200,22.38053,0.135
20220622T0300,22.410528,0.135
20220622T0400,22.930529,0.134
20220622T0500,22.500528,0.135
20220622T0600,22.440529,0.138
20220622T0700,20.40053,0.154
20220622T0800,19.89053,0.169
20220622T0900,20.020529,0.176
20220622T1000,20.89053,0.182
20220622T1100,22.740528,0.181
20220622T1200,23.250528,0.181
20220622T1300,24.57053,0.181
20220622T1400,25.72053,0.181
20220622T1500,25.87053,0.181
20220622T1600,26.250528,0.181
20220622T1700,26.38053,0.181
20220622T1800,26.000528,0.181
20220622T1900,25.010529,0.181
20220622T2000,24.020529,0.18
20220622T2100,22.770529,0.18
20220622T2200,22.30053,0.184
20220622T2300,21.520529,0.184
20220623T0000,21.12053,0.185
20220623T0100,21.190529,0.189
20220623T0200,20.98053,0.19
20220623T0300,20.04053,0.19
20220623T0400,18.57053,0.19
20220623T0500,19.260529,0.189
20220623T0600,21.82053,0.189
20220623T0700,24.770529,0.189
20220623T0800,26.45053,0.189
20220623T0900,27.46053,0.188
20220623T1000,28.410528,0.188
20220623T1100,29.37053,0.187
20220623T1200,29.70053,0.129
20220623T1300,30.21053,0.129
20220623T1400,30.48053,0.129
20220623T1500,30.62053,0.129
20220623T1600,29.660528,0.129
20220623T1700,28.600529,0.136
20220623T1800,24.87053,0.148
20220623T1900,24.39053,0.149
20220623T2000,23.500528,0.149
20220623T2100,22.510529,0.149
20220623T2200,21.14053,0.149
20220623T2300,20.07053,0.149
20220624T0000,19.610529,0.149
20220624T0100,18.910528,0.149
20220624T0200,17.940529,0.149
20220624T0300,17.680529,0.15
20220624T0400,17.920528,0.153
20220624T0500,18.520529,0.155
20220624T0600,19.64053,0.156
20220624T0700,20.82053,0.156
20220624T0800,20.55053,0.159
20220624T0900,21.580528,0.159
20220624T1000,20.490528,0.161
20220624T1100,20.270529,0.16
20220624T1200,20.30053,0.136
20220624T1300,18.73053,0.147
20220624T1400,18.020529,0.168
20220624T1500,17.500528,0.177
20220624T1600,17.510529,0.179
20220624T1700,18.600529,0.179
20220624T1800,19.190529,0.179
20220624T1900,19.240528,0.179
20220624T2000,18.520529,0.179
20220624T2100,16.760529,0.179
20220624T2200,15.960529,0.179
20220624T2300,15.400529,0.179
20220625T0000,15.060529,0.179
20220625T0100,14.600529,0.179
20220625T0200,13.790529,0.179
20220625T0300,12.930529,0.179
20220625T0400,12.330529,0.179
20220625T0500,13.920529,0.179
20220625T0600,15.900529,0.179
20220625T0700,18.64053,0.179
20220625T0800,21.280529,0.179
20220625T0900,22.89053,0.178
20220625T1000,24.170528,0.178
20220625T1100,25.410528,0.178
20220625T1200,26.07053,0.233
20220625T1300,26.82053,0.231
20220625T1400,27.410528,0.23
20220625T1500,27.770529,0.229
20220625T1600,27.850529,0.227
20220625T1700,27.56053,0.226
20220625T1800,26.770529,0.226
20220625T1900,25.610529,0.225
20220625T2000,23.98053,0.225
20220625T2100,21.88053,0.225
20220625T2200,20.350529,0.225
20220625T2300,19.63053,0.225
20220626T0000,19.54053,0.225
20220626T0100,20.12053,0.225
20220626T0200,20.04053,0.225
20220626T0300,19.56053,0.225
20220626T0400,18.840528,0.225
20220626T0500,18.520529,0.225
20220626T0600,19.23053,0.223
20220626T0700,20.850529,0.223
20220626T0800,22.38053,0.222
20220626T0900,23.72053,0.222
20220626T1000,25.190529,0.221
20220626T1100,26.660528,0.22
20220626T1200,27.740528,0.194
20220626T1300,28.850529,0.193
20220626T1400,29.510529,0.193
20220626T1500,29.80053,0.192
20220626T1600,29.780529,0.192
20220626T1700,29.56053,0.191
20220626T1800,29.190529,0.191
20220626T1900,28.32053,0.191
20220626T2000,26.590528,0.191
20220626T2100,24.020529,0.191
20220626T2200,22.170528,0.19
20220626T2300,21.500528,0.19
20220627T0000,19.740528,0.19
20220627T0100,18.840528,0.19
20220627T0200,18.39053,0.19
20220627T0300,18.280529,0.19
20220627T0400,18.170528,0.19
20220627T0500,18.680529,0.19
20220627T0600,19.340528,0.19
20220627T0700,19.770529,0.19
20220627T0800,21.71053,0.19
20220627T0900,23.70053,0.189
20220627T1000,24.54053,0.189
20220627T1100,23.270529,0.189
20220627T1200,18.95053,0.259
20220627T1300,20.48053,0.257
20220627T1400,21.240528,0.256
20220627T1500,22.21053,0.255
20220627T1600,22.910528,0.254
20220627T1700,22.88053,0.252
20220627T1800,22.57053,0.251
20220627T1900,22.020529,0.251
20220627T2000,21.37053,0.25
20220627T2100,20.860529,0.25
20220627T2200,19.330528,0.25
20220627T2300,18.330528,0.249
20220628T0000,18.13053,0.249
20220628T0100,18.090528,0.249
20220628T0200,17.88053,0.249
20220628T0300,17.580528,0.248
20220628T0400,17.410528,0.248
20220628T0500,17.580528,0.247
20220628T0600,17.95053,0.247
20220628T0700,18.80053,0.253
20220628T0800,20.360529,0.252
20220628T0900,22.660528,0.251
20220628T1000,23.420528,0.249
20220628T1100,23.760529,0.248
20220628T1200,26.98053,0.19
20220628T1300,26.95053,0.189
20220628T1400,26.48053,0.19
20220628T1500,26.15053,0.195
20220628T1600,25.62053,0.199
20220628T1700,24.590528,0.199
20220628T1800,23.97053,0.199
20220628T1900,23.13053,0.199
20220628T2000,22.22053,0.199
20220628T2100,21.490528,0.199
20220628T2200,20.65053,0.199
20220628T2300,20.000528,0.199
20220629T0000,19.930529,0.2
20220629T0100,20.07053,0.203
20220629T0200,19.56053,0.203
20220629T0300,18.97053,0.203
20220629T0400,18.690529,0.203
20220629T0500,19.23053,0.203
20220629T0600,20.250528,0.203
20220629T0700,21.110529,0.202
20220629T0800,22.190529,0.202
20220629T0900,22.70053,0.203
20220629T1000,23.72053,0.202
20220629T1100,23.90053,0.202
20220629T1200,24.780529,0.221
20220629T1300,26.080528,0.221
20220629T1400,26.510529,0.22
20220629T1500,26.840528,0.219
20220629T1600,26.88053,0.218
20220629T1700,26.57053,0.217
20220629T1800,25.690529,0.217
20220629T1900,24.80053,0.217
20220629T2000,23.88053,0.217
20220629T2100,21.90053,0.216
20220629T2200,20.22053,0.216
20220629T2300,19.29053,0.216
20220630T0000,19.030529,0.216
20220630T0100,18.780529,0.216
20220630T0200,18.21053,0.216
20220630T0300,17.71053,0.216
20220630T0400,16.73053,0.216
20220630T0500,17.04053,0.216
20220630T0600,19.590528,0.216
20220630T0700,21.90053,0.216
20220630T0800,24.330528,0.215
20220630T0900,26.010529,0.215
20220630T1000,27.62053,0.214
20220630T1100,29.12053,0.213
20220630T1200,29.910528,0.199
20220630T1300,30.81053,0.198
20220630T1400,30.56053,0.198
20220630T1500,31.170528,0.197
20220630T1600,29.830528,0.196
20220630T1700,26.110529,0.201
20220630T1800,22.910528,0.205
20220630T1900,18.430529,0.215
20220630T2000,16.340528,0.299
20220630T2100,14.8005295,0.303
20220630T2200,13.750529,0.299
20220630T2300,13.570529,0.295
20220701T0000,13.090529,0.29
20220701T0100,12.940529,0.287
20220701T0200,12.820529,0.286
20220701T0300,12.810529,0.284
20220701T0400,12.3005295,0.303
20220701T0500,12.560529,0.302
20220701T0600,12.980529,0.297
20220701T0700,13.710529,0.293
20220701T0800,14.470529,0.289
20220701T0900,15.290529,0.286
20220701T1000,15.830529,0.283
20220701T1100,16.990528,0.28
20220701T1200,17.73053,0.272
20220701T1300,18.45053,0.27
20220701T1400,19.82053,0.268
20220701T1500,20.55053,0.266
20220701T1600,20.940529,0.264
20220701T1700,21.030529,0.262
20220701T1800,20.760529,0.261
20220701T1900,20.160528,0.259
20220701T2000,19.56053,0.259
20220701T2100,18.21053,0.258
20220701T2200,16.260529,0.258
20220701T2300,15.060529,0.258
20220702T0000,14.350529,0.258
20220702T0100,13.990529,0.257
20220702T0200,13.640529,0.257
20220702T0300,12.530529,0.256
20220702T0400,11.910529,0.256
20220702T0500,12.750529,0.255
20220702T0600,14.840529,0.255
20220702T0700,17.13053,0.254
20220702T0800,19.96053,0.253
20220702T0900,21.72053,0.252
20220702T1000,23.170528,0.25
20220702T1100,24.31053,0.248
20220702T1200,26.07053,0.235
20220702T1300,26.82053,0.234
20220702T1400,27.340528,0.232
20220702T1500,27.690529,0.231
20220702T1600,27.79053,0.23
20220702T1700,27.520529,0.229
20220702T1800,26.98053,0.229
20220702T1900,25.930529,0.228
20220702T2000,24.280529,0.228
20220702T2100,22.45053,0.228
20220702T2200,21.38053,0.228
20220702T2300,19.860529,0.228
20220703T0000,18.56053,0.228
20220703T0100,18.110529,0.228
20220703T0200,18.22053,0.228
20220703T0300,18.21053,0.228
20220703T0400,17.48053,0.228
20220703T0500,17.670528,0.228
20220703T0600,19.21053,0.228
20220703T0700,21.920528,0.228
20220703T0800,23.920528,0.227
20220703T0900,25.87053,0.226
20220703T1000,27.360529,0.225
20220703T1100,28.590528,0.224
20220703T1200,29.06053,0.214
20220703T1300,29.95053,0.213
20220703T1400,30.420528,0.212
20220703T1500,30.590528,0.211
20220703T1600,30.47053,0.211
20220703T1700,30.20053,0.21
20220703T1800,29.48053,0.21
